family,n_clusters,n_features,n_samples,clusterer,reducer,reduction_level,condition,ari,replicates,unit
moons,5,10,2000,GMM,Isomap,50_percent,Isomap__50_percent,0.74350854955133627,50,moons|5|10|2000
moons,5,10,2000,GMM,Isomap,k_minus_1,Isomap__k_minus_1,0.73116652037067265,50,moons|5|10|2000
moons,5,10,2000,GMM,KernelPCA,25_percent,KernelPCA__25_percent,0.69906942403318439,50,moons|5|10|2000
moons,5,10,2000,GMM,KernelPCA,50_percent,KernelPCA__50_percent,0.6301857776623061,50,moons|5|10|2000
moons,5,10,2000,GMM,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.65400892861915993,50,moons|5|10|2000
moons,5,10,2000,GMM,MDS,25_percent,MDS__25_percent,0.69445627226422202,50,moons|5|10|2000
moons,5,10,2000,GMM,MDS,50_percent,MDS__50_percent,0.67621854072129151,50,moons|5|10|2000
moons,5,10,2000,GMM,MDS,k_minus_1,MDS__k_minus_1,0.69380692748437811,50,moons|5|10|2000
moons,5,10,2000,GMM,None,original,None__original,0.75254176825999408,50,moons|5|10|2000
moons,5,10,2000,GMM,PCA,25_percent,PCA__25_percent,0.6677028941055192,50,moons|5|10|2000
moons,5,10,2000,GMM,PCA,50_percent,PCA__50_percent,0.66465297956948854,50,moons|5|10|2000
moons,5,10,2000,GMM,PCA,k_minus_1,PCA__k_minus_1,0.68360287532438646,50,moons|5|10|2000
moons,5,10,2000,GMM,VAE,25_percent,VAE__25_percent,0.6351674965331644,50,moons|5|10|2000
moons,5,10,2000,GMM,VAE,50_percent,VAE__50_percent,0.63549184944092163,50,moons|5|10|2000
moons,5,10,2000,GMM,VAE,k_minus_1,VAE__k_minus_1,0.62560906245793702,50,moons|5|10|2000
moons,5,10,2000,KMeans,Isomap,25_percent,Isomap__25_percent,0.75192974160952053,50,moons|5|10|2000
moons,5,10,2000,KMeans,Isomap,50_percent,Isomap__50_percent,0.76155443754055274,50,moons|5|10|2000
moons,5,10,2000,KMeans,Isomap,k_minus_1,Isomap__k_minus_1,0.76065978144018809,50,moons|5|10|2000
moons,5,10,2000,KMeans,KernelPCA,25_percent,KernelPCA__25_percent,0.67711403770797107,50,moons|5|10|2000
moons,5,10,2000,KMeans,KernelPCA,50_percent,KernelPCA__50_percent,0.70485784763338699,50,moons|5|10|2000
moons,5,10,2000,KMeans,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.70336817423215048,50,moons|5|10|2000
moons,5,10,2000,KMeans,MDS,25_percent,MDS__25_percent,0.71908724566566595,50,moons|5|10|2000
moons,5,10,2000,KMeans,MDS,50_percent,MDS__50_percent,0.70545906383602519,50,moons|5|10|2000
moons,5,10,2000,KMeans,MDS,k_minus_1,MDS__k_minus_1,0.71230249993361594,50,moons|5|10|2000
moons,5,10,2000,KMeans,None,original,None__original,0.699754519229143,50,moons|5|10|2000
moons,5,10,2000,KMeans,PCA,25_percent,PCA__25_percent,0.69295879000665483,50,moons|5|10|2000
moons,5,10,2000,KMeans,PCA,50_percent,PCA__50_percent,0.69852915668292426,50,moons|5|10|2000
moons,5,10,2000,KMeans,PCA,k_minus_1,PCA__k_minus_1,0.69829263795429175,50,moons|5|10|2000
moons,5,10,2000,KMeans,VAE,25_percent,VAE__25_percent,0.66340787033821047,50,moons|5|10|2000
moons,5,10,2000,KMeans,VAE,50_percent,VAE__50_percent,0.65446235678743958,50,moons|5|10|2000
moons,5,10,2000,KMeans,VAE,k_minus_1,VAE__k_minus_1,0.64376514557078013,50,moons|5|10|2000
moons,5,10,2000,OPTICS,Isomap,25_percent,Isomap__25_percent,0.22927504196773291,50,moons|5|10|2000
moons,5,10,2000,OPTICS,Isomap,50_percent,Isomap__50_percent,0.12947350826126533,50,moons|5|10|2000
moons,5,10,2000,OPTICS,Isomap,k_minus_1,Isomap__k_minus_1,0.15863098228810676,50,moons|5|10|2000
moons,5,10,2000,OPTICS,KernelPCA,25_percent,KernelPCA__25_percent,0.097814493461162597,50,moons|5|10|2000
moons,5,10,2000,OPTICS,KernelPCA,50_percent,KernelPCA__50_percent,0.055720311299692182,50,moons|5|10|2000
moons,5,10,2000,OPTICS,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.074661343310005165,50,moons|5|10|2000
moons,5,10,2000,OPTICS,MDS,25_percent,MDS__25_percent,0,50,moons|5|10|2000
moons,5,10,2000,OPTICS,MDS,50_percent,MDS__50_percent,0,50,moons|5|10|2000
moons,5,10,2000,OPTICS,MDS,k_minus_1,MDS__k_minus_1,0,50,moons|5|10|2000
moons,5,10,2000,OPTICS,None,original,None__original,0,50,moons|5|10|2000
moons,5,10,2000,OPTICS,PCA,25_percent,PCA__25_percent,0,50,moons|5|10|2000
moons,5,10,2000,OPTICS,PCA,50_percent,PCA__50_percent,0,50,moons|5|10|2000
moons,5,10,2000,OPTICS,PCA,k_minus_1,PCA__k_minus_1,0,50,moons|5|10|2000
moons,5,10,2000,OPTICS,VAE,25_percent,VAE__25_percent,0.32552402228967059,50,moons|5|10|2000
moons,5,10,2000,OPTICS,VAE,50_percent,VAE__50_percent,0.34148729429090002,50,moons|5|10|2000
moons,5,10,2000,OPTICS,VAE,k_minus_1,VAE__k_minus_1,0.33331537508520914,50,moons|5|10|2000
moons,5,50,2000,AHC,Isomap,25_percent,Isomap__25_percent,0.83279083709470714,50,moons|5|50|2000
moons,5,50,2000,AHC,Isomap,50_percent,Isomap__50_percent,0.80570234305383837,50,moons|5|50|2000
moons,5,50,2000,AHC,Isomap,k_minus_1,Isomap__k_minus_1,0.82293738004757599,50,moons|5|50|2000
moons,5,50,2000,AHC,KernelPCA,25_percent,KernelPCA__25_percent,0.83029282495078283,50,moons|5|50|2000
moons,5,50,2000,AHC,KernelPCA,50_percent,KernelPCA__50_percent,0.83131477855970548,50,moons|5|50|2000
moons,5,50,2000,AHC,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.84715752598882943,50,moons|5|50|2000
moons,5,50,2000,AHC,MDS,25_percent,MDS__25_percent,0.82080295523132774,50,moons|5|50|2000
moons,5,50,2000,AHC,MDS,50_percent,MDS__50_percent,0.82572749678103075,50,moons|5|50|2000
moons,5,50,2000,AHC,MDS,k_minus_1,MDS__k_minus_1,0.81063490617870171,50,moons|5|50|2000
moons,5,50,2000,AHC,None,original,None__original,0.82935809112374326,50,moons|5|50|2000
moons,5,50,2000,AHC,PCA,25_percent,PCA__25_percent,0.81876833182789777,50,moons|5|50|2000
moons,5,50,2000,AHC,PCA,50_percent,PCA__50_percent,0.82110068664296865,50,moons|5|50|2000
moons,5,50,2000,AHC,PCA,k_minus_1,PCA__k_minus_1,0.81404509409417758,50,moons|5|50|2000
moons,5,50,2000,AHC,VAE,25_percent,VAE__25_percent,0.6888705366765473,50,moons|5|50|2000
moons,5,50,2000,AHC,VAE,50_percent,VAE__50_percent,0.67392304510358458,50,moons|5|50|2000
moons,5,50,2000,AHC,VAE,k_minus_1,VAE__k_minus_1,0.68180479853809361,50,moons|5|50|2000
moons,5,50,2000,GMM,Isomap,25_percent,Isomap__25_percent,0.80749620609985362,50,moons|5|50|2000
moons,5,50,2000,GMM,Isomap,50_percent,Isomap__50_percent,0.79926411463983382,50,moons|5|50|2000
moons,5,50,2000,GMM,Isomap,k_minus_1,Isomap__k_minus_1,0.80796646393266447,50,moons|5|50|2000
moons,5,50,2000,GMM,KernelPCA,25_percent,KernelPCA__25_percent,0.83419686225406964,50,moons|5|50|2000
moons,5,50,2000,GMM,KernelPCA,50_percent,KernelPCA__50_percent,0.78031146001689078,50,moons|5|50|2000
moons,5,50,2000,GMM,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.80333479420563458,50,moons|5|50|2000
moons,5,50,2000,GMM,MDS,25_percent,MDS__25_percent,0.62895466610924755,50,moons|5|50|2000
moons,5,50,2000,GMM,MDS,50_percent,MDS__50_percent,0.63724553587676758,50,moons|5|50|2000
moons,5,50,2000,GMM,MDS,k_minus_1,MDS__k_minus_1,0.69518845225551995,50,moons|5|50|2000
moons,5,50,2000,GMM,None,original,None__original,0.78406284555078609,50,moons|5|50|2000
moons,5,50,2000,GMM,PCA,25_percent,PCA__25_percent,0.64090843203604064,50,moons|5|50|2000
moons,5,50,2000,GMM,PCA,50_percent,PCA__50_percent,0.63870958688063728,50,moons|5|50|2000
moons,5,50,2000,GMM,PCA,k_minus_1,PCA__k_minus_1,0.70787297729897891,50,moons|5|50|2000
moons,5,50,2000,GMM,VAE,25_percent,VAE__25_percent,0.7075019351515528,50,moons|5|50|2000
moons,5,50,2000,GMM,VAE,50_percent,VAE__50_percent,0.60805572700366117,50,moons|5|50|2000
moons,5,50,2000,GMM,VAE,k_minus_1,VAE__k_minus_1,0.66822600923318087,50,moons|5|50|2000
moons,5,50,2000,KMeans,Isomap,25_percent,Isomap__25_percent,0.83198153119276197,50,moons|5|50|2000
moons,5,50,2000,KMeans,Isomap,50_percent,Isomap__50_percent,0.83198605253216551,50,moons|5|50|2000
moons,5,50,2000,KMeans,Isomap,k_minus_1,Isomap__k_minus_1,0.83503833308208342,50,moons|5|50|2000
moons,5,50,2000,KMeans,KernelPCA,25_percent,KernelPCA__25_percent,0.82377462289370529,50,moons|5|50|2000
moons,5,50,2000,KMeans,KernelPCA,50_percent,KernelPCA__50_percent,0.82262345383571944,50,moons|5|50|2000
moons,5,50,2000,KMeans,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.82142323383681559,50,moons|5|50|2000
moons,5,50,2000,KMeans,MDS,25_percent,MDS__25_percent,0.81733305644558774,50,moons|5|50|2000
moons,5,50,2000,KMeans,MDS,50_percent,MDS__50_percent,0.81686253177844348,50,moons|5|50|2000
moons,5,50,2000,KMeans,MDS,k_minus_1,MDS__k_minus_1,0.82535269970230019,50,moons|5|50|2000
moons,5,50,2000,KMeans,None,original,None__original,0.81625913485908275,50,moons|5|50|2000
moons,5,50,2000,KMeans,PCA,25_percent,PCA__25_percent,0.81610556839424986,50,moons|5|50|2000
moons,5,50,2000,KMeans,PCA,50_percent,PCA__50_percent,0.81586612358500954,50,moons|5|50|2000
moons,5,50,2000,KMeans,PCA,k_minus_1,PCA__k_minus_1,0.81624836206406259,50,moons|5|50|2000
moons,5,50,2000,KMeans,VAE,25_percent,VAE__25_percent,0.75064142453126992,50,moons|5|50|2000
moons,5,50,2000,KMeans,VAE,50_percent,VAE__50_percent,0.74806754453306412,50,moons|5|50|2000
moons,5,50,2000,KMeans,VAE,k_minus_1,VAE__k_minus_1,0.74458914370351992,50,moons|5|50|2000
moons,5,50,2000,OPTICS,Isomap,25_percent,Isomap__25_percent,0.32361989068781866,50,moons|5|50|2000
moons,5,50,2000,OPTICS,Isomap,50_percent,Isomap__50_percent,0.30044368627274337,50,moons|5|50|2000
moons,5,50,2000,OPTICS,Isomap,k_minus_1,Isomap__k_minus_1,0.51930435416539356,50,moons|5|50|2000
moons,5,50,2000,OPTICS,KernelPCA,25_percent,KernelPCA__25_percent,0.28981617871750864,50,moons|5|50|2000
moons,5,50,2000,OPTICS,KernelPCA,50_percent,KernelPCA__50_percent,0.089264846233329767,50,moons|5|50|2000
moons,5,50,2000,OPTICS,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.51723858278230894,50,moons|5|50|2000
moons,5,50,2000,OPTICS,MDS,25_percent,MDS__25_percent,0,50,moons|5|50|2000
moons,5,50,2000,OPTICS,MDS,50_percent,MDS__50_percent,0,50,moons|5|50|2000
moons,5,50,2000,OPTICS,MDS,k_minus_1,MDS__k_minus_1,0.36459816063083672,50,moons|5|50|2000
moons,5,50,2000,OPTICS,None,original,None__original,0,50,moons|5|50|2000
moons,5,50,2000,OPTICS,PCA,25_percent,PCA__25_percent,0,50,moons|5|50|2000
moons,5,50,2000,OPTICS,PCA,50_percent,PCA__50_percent,0,50,moons|5|50|2000
moons,5,50,2000,OPTICS,PCA,k_minus_1,PCA__k_minus_1,0.37587508331100139,50,moons|5|50|2000
moons,5,50,2000,OPTICS,VAE,25_percent,VAE__25_percent,0.60699262043152347,50,moons|5|50|2000
moons,5,50,2000,OPTICS,VAE,50_percent,VAE__50_percent,0.56057313411118459,50,moons|5|50|2000
moons,5,50,2000,OPTICS,VAE,k_minus_1,VAE__k_minus_1,0.57931536218879165,50,moons|5|50|2000
moons,5,200,2000,AHC,Isomap,25_percent,Isomap__25_percent,0.83032948316497934,50,moons|5|200|2000
moons,5,200,2000,AHC,Isomap,50_percent,Isomap__50_percent,0.82871649221531873,50,moons|5|200|2000
moons,5,200,2000,AHC,Isomap,k_minus_1,Isomap__k_minus_1,0.82247682373333619,50,moons|5|200|2000
moons,5,200,2000,AHC,KernelPCA,25_percent,KernelPCA__25_percent,0.85469870398943459,50,moons|5|200|2000
moons,5,200,2000,AHC,KernelPCA,50_percent,KernelPCA__50_percent,0.83747979716455656,50,moons|5|200|2000
moons,5,200,2000,AHC,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.8567371530680028,50,moons|5|200|2000
moons,5,200,2000,AHC,MDS,25_percent,MDS__25_percent,0.83551370680677406,50,moons|5|200|2000
moons,5,200,2000,AHC,MDS,50_percent,MDS__50_percent,0.83294230484931608,50,moons|5|200|2000
moons,5,200,2000,AHC,MDS,k_minus_1,MDS__k_minus_1,0.81753979359639639,50,moons|5|200|2000
moons,5,200,2000,AHC,None,original,None__original,0.8405540125127946,50,moons|5|200|2000
moons,5,200,2000,AHC,PCA,25_percent,PCA__25_percent,0.84194160144910812,50,moons|5|200|2000
moons,5,200,2000,AHC,PCA,50_percent,PCA__50_percent,0.83636130813887855,50,moons|5|200|2000
moons,5,200,2000,AHC,PCA,k_minus_1,PCA__k_minus_1,0.82918807783979087,50,moons|5|200|2000
moons,5,200,2000,AHC,VAE,25_percent,VAE__25_percent,0.76041330244457828,50,moons|5|200|2000
moons,5,200,2000,AHC,VAE,50_percent,VAE__50_percent,0.74191163156189066,50,moons|5|200|2000
moons,5,200,2000,AHC,VAE,k_minus_1,VAE__k_minus_1,0.75485809703549678,50,moons|5|200|2000
moons,5,200,2000,GMM,Isomap,25_percent,Isomap__25_percent,0.83423809171469354,50,moons|5|200|2000
moons,5,200,2000,GMM,Isomap,50_percent,Isomap__50_percent,0.84385335158014019,50,moons|5|200|2000
moons,5,200,2000,GMM,Isomap,k_minus_1,Isomap__k_minus_1,0.83826401559872465,50,moons|5|200|2000
moons,5,200,2000,GMM,KernelPCA,25_percent,KernelPCA__25_percent,0.85648957866777364,50,moons|5|200|2000
moons,5,200,2000,GMM,KernelPCA,50_percent,KernelPCA__50_percent,0.81684833091282993,50,moons|5|200|2000
moons,5,200,2000,GMM,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.83170770158686746,50,moons|5|200|2000
moons,5,200,2000,GMM,MDS,25_percent,MDS__25_percent,0.6091745589423363,50,moons|5|200|2000
moons,5,200,2000,GMM,MDS,50_percent,MDS__50_percent,0.60831064028897086,50,moons|5|200|2000
moons,5,200,2000,GMM,MDS,k_minus_1,MDS__k_minus_1,0.66055903075603151,50,moons|5|200|2000
moons,5,200,2000,GMM,None,original,None__original,0.75579175690089473,50,moons|5|200|2000
moons,5,200,2000,GMM,PCA,25_percent,PCA__25_percent,0.61168647927738551,50,moons|5|200|2000
moons,5,200,2000,GMM,PCA,50_percent,PCA__50_percent,0.60647052406544311,50,moons|5|200|2000
moons,5,200,2000,GMM,PCA,k_minus_1,PCA__k_minus_1,0.64198417278180298,50,moons|5|200|2000
moons,5,200,2000,GMM,VAE,25_percent,VAE__25_percent,0.67533330958283277,50,moons|5|200|2000
moons,5,200,2000,GMM,VAE,50_percent,VAE__50_percent,0.64168817419130719,50,moons|5|200|2000
moons,5,200,2000,GMM,VAE,k_minus_1,VAE__k_minus_1,0.72695195104275567,50,moons|5|200|2000
moons,5,200,2000,KMeans,Isomap,25_percent,Isomap__25_percent,0.84864895990699796,50,moons|5|200|2000
moons,5,200,2000,KMeans,Isomap,50_percent,Isomap__50_percent,0.84852040210893687,50,moons|5|200|2000
moons,5,200,2000,KMeans,Isomap,k_minus_1,Isomap__k_minus_1,0.85711739500895534,50,moons|5|200|2000
moons,5,200,2000,KMeans,KernelPCA,25_percent,KernelPCA__25_percent,0.83346437192477241,50,moons|5|200|2000
moons,5,200,2000,KMeans,KernelPCA,50_percent,KernelPCA__50_percent,0.83370917105682063,50,moons|5|200|2000
moons,5,200,2000,KMeans,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.83486573333805902,50,moons|5|200|2000
moons,5,200,2000,KMeans,MDS,25_percent,MDS__25_percent,0.82510334583435929,50,moons|5|200|2000
moons,5,200,2000,KMeans,MDS,50_percent,MDS__50_percent,0.82555129682335904,50,moons|5|200|2000
moons,5,200,2000,KMeans,MDS,k_minus_1,MDS__k_minus_1,0.83224956643927939,50,moons|5|200|2000
moons,5,200,2000,KMeans,None,original,None__original,0.8244099069093932,50,moons|5|200|2000
moons,5,200,2000,KMeans,PCA,25_percent,PCA__25_percent,0.82444994295571761,50,moons|5|200|2000
moons,5,200,2000,KMeans,PCA,50_percent,PCA__50_percent,0.82447628179495636,50,moons|5|200|2000
moons,5,200,2000,KMeans,PCA,k_minus_1,PCA__k_minus_1,0.82453225392848051,50,moons|5|200|2000
moons,5,200,2000,KMeans,VAE,25_percent,VAE__25_percent,0.78280651275899937,50,moons|5|200|2000
moons,5,200,2000,KMeans,VAE,50_percent,VAE__50_percent,0.79115670987983711,50,moons|5|200|2000
moons,5,200,2000,KMeans,VAE,k_minus_1,VAE__k_minus_1,0.76722796122811832,50,moons|5|200|2000
moons,5,200,2000,OPTICS,Isomap,25_percent,Isomap__25_percent,0.32026992770039053,50,moons|5|200|2000
moons,5,200,2000,OPTICS,Isomap,50_percent,Isomap__50_percent,0.27159484187697869,50,moons|5|200|2000
moons,5,200,2000,OPTICS,Isomap,k_minus_1,Isomap__k_minus_1,0.72222652548052646,50,moons|5|200|2000
moons,5,200,2000,OPTICS,KernelPCA,25_percent,KernelPCA__25_percent,0.36181945371039126,50,moons|5|200|2000
moons,5,200,2000,OPTICS,KernelPCA,50_percent,KernelPCA__50_percent,0.38798170853300457,50,moons|5|200|2000
moons,5,200,2000,OPTICS,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.97538980177213619,50,moons|5|200|2000
moons,5,200,2000,OPTICS,MDS,25_percent,MDS__25_percent,0.0042038719873567585,50,moons|5|200|2000
moons,5,200,2000,OPTICS,MDS,50_percent,MDS__50_percent,0,50,moons|5|200|2000
moons,5,200,2000,OPTICS,MDS,k_minus_1,MDS__k_minus_1,0.48225848225848206,50,moons|5|200|2000
moons,5,200,2000,OPTICS,None,original,None__original,0,50,moons|5|200|2000
moons,5,200,2000,OPTICS,PCA,25_percent,PCA__25_percent,0.039239574264108887,50,moons|5|200|2000
moons,5,200,2000,OPTICS,PCA,50_percent,PCA__50_percent,0,50,moons|5|200|2000
moons,5,200,2000,OPTICS,PCA,k_minus_1,PCA__k_minus_1,0.48815977377007685,50,moons|5|200|2000
moons,5,200,2000,OPTICS,VAE,25_percent,VAE__25_percent,0.91910698083737297,50,moons|5|200|2000
moons,5,200,2000,OPTICS,VAE,50_percent,VAE__50_percent,0.88380643030328587,50,moons|5|200|2000
moons,5,200,2000,OPTICS,VAE,k_minus_1,VAE__k_minus_1,0.90910343176577368,50,moons|5|200|2000
repliclust,2,10,2000,AHC,Isomap,25_percent,Isomap__25_percent,0.91338079673617623,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,Isomap,50_percent,Isomap__50_percent,0.91443724106375923,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,Isomap,k_minus_1,Isomap__k_minus_1,0.89092588700081177,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,KernelPCA,25_percent,KernelPCA__25_percent,0.97765079761437201,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,KernelPCA,50_percent,KernelPCA__50_percent,0.97512116161397344,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.97856910854681556,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,MDS,25_percent,MDS__25_percent,0.23085360556569523,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,MDS,50_percent,MDS__50_percent,0.096104255864607011,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,MDS,k_minus_1,MDS__k_minus_1,0.50617708805150274,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,None,original,None__original,0.038532750137981436,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,PCA,25_percent,PCA__25_percent,0.39766979259406687,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,PCA,50_percent,PCA__50_percent,0.15365445125909688,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,PCA,k_minus_1,PCA__k_minus_1,0.75324831191337682,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,VAE,25_percent,VAE__25_percent,0.58079299342353241,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,VAE,50_percent,VAE__50_percent,0.36119797299938416,50,repliclust|2|10|2000
repliclust,2,10,2000,AHC,VAE,k_minus_1,VAE__k_minus_1,0.71925303451423983,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,Isomap,25_percent,Isomap__25_percent,0.96263620001898298,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,Isomap,50_percent,Isomap__50_percent,0.96651247436243493,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,Isomap,k_minus_1,Isomap__k_minus_1,0.95958485074944766,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,KernelPCA,25_percent,KernelPCA__25_percent,0.98244268962227754,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,KernelPCA,50_percent,KernelPCA__50_percent,0.98331485711237443,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.98217551256625013,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,MDS,25_percent,MDS__25_percent,0.97552013962231554,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,MDS,50_percent,MDS__50_percent,0.98280352516988667,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,MDS,k_minus_1,MDS__k_minus_1,0.95474618214303519,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,None,original,None__original,0.99131334275047789,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,PCA,25_percent,PCA__25_percent,0.96730141581008899,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,PCA,50_percent,PCA__50_percent,0.97622927610253496,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,PCA,k_minus_1,PCA__k_minus_1,0.95930989081285545,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,VAE,25_percent,VAE__25_percent,0.96369610412741435,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,VAE,50_percent,VAE__50_percent,0.97236644450073018,50,repliclust|2|10|2000
repliclust,2,10,2000,GMM,VAE,k_minus_1,VAE__k_minus_1,0.96086444804508575,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,Isomap,25_percent,Isomap__25_percent,0.86262304167907389,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,Isomap,50_percent,Isomap__50_percent,0.86376020871071035,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,Isomap,k_minus_1,Isomap__k_minus_1,0.86116094753854722,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,KernelPCA,25_percent,KernelPCA__25_percent,0.97789323553164431,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,KernelPCA,50_percent,KernelPCA__50_percent,0.97804752581488286,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.97734106667047693,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,MDS,25_percent,MDS__25_percent,0.69497239590029591,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,MDS,50_percent,MDS__50_percent,0.82108040249035541,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,MDS,k_minus_1,MDS__k_minus_1,0.60714327003899016,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,None,original,None__original,0.87505086740117066,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,PCA,25_percent,PCA__25_percent,0.86419844133263923,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,PCA,50_percent,PCA__50_percent,0.86650728116402354,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,PCA,k_minus_1,PCA__k_minus_1,0.86120518745497465,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,VAE,25_percent,VAE__25_percent,0.91387573709173853,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,VAE,50_percent,VAE__50_percent,0.91490169110673492,50,repliclust|2|10|2000
repliclust,2,10,2000,KMeans,VAE,k_minus_1,VAE__k_minus_1,0.91295357493390905,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,Isomap,25_percent,Isomap__25_percent,0,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,Isomap,50_percent,Isomap__50_percent,0,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,Isomap,k_minus_1,Isomap__k_minus_1,0.44111364198226732,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,KernelPCA,25_percent,KernelPCA__25_percent,0.61291549705185167,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,KernelPCA,50_percent,KernelPCA__50_percent,0.13851741917970939,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.82796960151112498,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,MDS,25_percent,MDS__25_percent,0,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,MDS,50_percent,MDS__50_percent,0,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,MDS,k_minus_1,MDS__k_minus_1,0.028660061379288056,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,None,original,None__original,0,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,PCA,25_percent,PCA__25_percent,0,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,PCA,50_percent,PCA__50_percent,0,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,PCA,k_minus_1,PCA__k_minus_1,0.13378787261292829,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,VAE,25_percent,VAE__25_percent,0.019404171559431464,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,VAE,50_percent,VAE__50_percent,0,50,repliclust|2|10|2000
repliclust,2,10,2000,OPTICS,VAE,k_minus_1,VAE__k_minus_1,0.19236765269886624,50,repliclust|2|10|2000
repliclust,2,50,2000,AHC,Isomap,25_percent,Isomap__25_percent,0.060862381936892564,50,repliclust|2|50|2000
repliclust,2,50,2000,AHC,Isomap,50_percent,Isomap__50_percent,0.042833706411207755,50,repliclust|2|50|2000
repliclust,2,50,2000,AHC,Isomap,k_minus_1,Isomap__k_minus_1,0.1346620882073655,50,repliclust|2|50|2000
repliclust,2,50,2000,AHC,KernelPCA,25_percent,KernelPCA__25_percent,0.97135839541691593,50,repliclust|2|50|2000
repliclust,2,50,2000,AHC,KernelPCA,50_percent,KernelPCA__50_percent,0.95087705440510906,50,repliclust|2|50|2000
repliclust,2,50,2000,AHC,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.99456991351996915,50,repliclust|2|50|2000
repliclust,2,50,2000,AHC,MDS,25_percent,MDS__25_percent,-0.00032842720573767934,50,repliclust|2|50|2000
repliclust,2,50,2000,AHC,MDS,50_percent,MDS__50_percent,-0.00031934631009703272,50,repliclust|2|50|2000
